price,utc_departure,local_departure,utc_arrival,local_arrival,distance,flyTo,flyFrom,quality,airline_iata,id,City,Airport,Refs,Country,State/Province,icao,iata,name,city,subd,country,elevation,lat,lon,tz
118,2022-06-17 21:42:00+00:00,2022-06-17 16:42:00+00:00,2022-06-18 00:30:00+00:00,2022-06-17 19:30:00+00:00,1485.92,AUS,CUN,146.583743,NK,1cfb16924ad800005befdc56_0,Cancun,Cancun International Airport,,MX,Quintana Roo,MMUN,CUN,Cancun International Airport,Cancun,Quintana Roo,MX,22.0,21.0365009308,-86.8770980835,America/Cancun
157,2022-06-17 17:05:00+00:00,2022-06-17 13:05:00+00:00,2022-06-17 19:28:00+00:00,2022-06-17 15:28:00+00:00,1270.37,BWI,MCO,180.328125,NK,08d70a0b4ad800007f1e2e5f_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
157,2022-06-18 02:25:00+00:00,2022-06-17 22:25:00+00:00,2022-06-18 04:51:00+00:00,2022-06-18 00:51:00+00:00,1270.37,BWI,MCO,180.728124,NK,08d70a0b4ad800004eeec425_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
157,2022-06-17 20:15:00+00:00,2022-06-17 16:15:00+00:00,2022-06-17 22:55:00+00:00,2022-06-17 18:55:00+00:00,1494.35,BWI,FLL,182.594786,NK,04cd0a0b4ad80000957625af_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
164,2022-06-17 18:23:00+00:00,2022-06-17 14:23:00+00:00,2022-06-17 20:28:00+00:00,2022-06-17 16:28:00+00:00,1189.3,BOS,MYR,184.583104,NK,1a4e04884ad800003a3c21c8_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
164,2022-06-17 21:40:00+00:00,2022-06-17 17:40:00+00:00,2022-06-17 23:46:00+00:00,2022-06-17 19:46:00+00:00,1189.3,BOS,MYR,184.716437,NK,1a4e04884ad800000babb822_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
166,2022-06-18 01:10:00+00:00,2022-06-17 21:10:00+00:00,2022-06-18 03:52:00+00:00,2022-06-17 23:52:00+00:00,1494.35,BWI,FLL,191.417845,NK,04cd0a0b4ad800000ef113c6_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
168,2022-06-17 18:25:00+00:00,2022-06-17 14:25:00+00:00,2022-06-17 21:27:00+00:00,2022-06-17 16:27:00+00:00,1777.63,AUS,FLL,195.985926,NK,04cd16924ad80000cd0bbef1_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
184,2022-06-17 17:50:00+00:00,2022-06-17 12:50:00+00:00,2022-06-17 20:20:00+00:00,2022-06-17 15:20:00+00:00,1308.61,IAH,CUN,206.930637,NK,1cfb230e4ad8000008b64940_0,Cancun,Cancun International Airport,,MX,Quintana Roo,MMUN,CUN,Cancun International Airport,Cancun,Quintana Roo,MX,22.0,21.0365009308,-86.8770980835,America/Cancun
187,2022-06-17 23:05:00+00:00,2022-06-17 19:05:00+00:00,2022-06-18 03:30:00+00:00,2022-06-17 22:30:00+00:00,3142.62,GYE,FLL,225.116063,NK,04cd174c4ad8000020b4ba46_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
194,2022-06-17 19:35:00+00:00,2022-06-17 15:35:00+00:00,2022-06-17 22:17:00+00:00,2022-06-17 18:17:00+00:00,1527.59,BWI,MIA,218.037737,NK,0f6b0a0b4ad80000542cf991_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
217,2022-06-18 00:40:00+00:00,2022-06-17 20:40:00+00:00,2022-06-18 03:32:00+00:00,2022-06-17 22:32:00+00:00,1598.78,AUS,MCO,241.237407,NK,08d716924ad80000ccdc91f6_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
281,2022-06-18 00:20:00+00:00,2022-06-17 17:20:00+00:00,2022-06-18 03:50:00+00:00,2022-06-17 22:50:00+00:00,2217.51,IAH,LAX,307.149528,NK,243e230e4ad800000a0e9069_0,Los Angeles,Los Angeles International Airport,,US,California,KLAX,LAX,Los Angeles International Airport,Los Angeles,California,US,125.0,33.94250107,-118.4079971,America/Los_Angeles
289,2022-06-17 20:38:00+00:00,2022-06-17 16:38:00+00:00,2022-06-17 22:28:00+00:00,2022-06-17 17:28:00+00:00,849.17,MSP,DTW,301.421911,NK,244d13b74ad800002e1b06ee_0,Detroit,Detroit Metropolitan Wayne County Airport,Base,US,Michigan,KDTW,DTW,Detroit Metropolitan Wayne County Airport,Detroit,Michigan,US,645.0,42.2123985291,-83.3534011841,America/New_York
303,2022-06-17 21:08:00+00:00,2022-06-17 15:08:00+00:00,2022-06-18 00:03:00+00:00,2022-06-17 19:03:00+00:00,1786.6,IAH,SAP,323.398502,NK,1db7230e4ad80000543eb154_0,San Pedro Sula,Ramon Villeda Morales International Airport,,HN,,MHLM,SAP,Ramon Villeda Morales International Airport,La Mesa,Cortes,HN,91.0,15.4525995255,-87.9235992432,America/Tegucigalpa
305,2022-06-18 01:59:00+00:00,2022-06-17 21:59:00+00:00,2022-06-18 04:58:00+00:00,2022-06-17 23:58:00+00:00,1551.11,IAH,MIA,325.833255,NK,0f6b230e4ad80000c801d509_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
306,2022-06-17 22:20:00+00:00,2022-06-17 18:20:00+00:00,2022-06-18 00:42:00+00:00,2022-06-17 20:42:00+00:00,1359.38,BWI,TPA,321.850644,NK,1ff50a0b4ad80000936a0f21_0,Tampa,Tampa International Airport,,US,Florida,KTPA,TPA,Tampa International Airport,Tampa,Florida,US,26.0,27.9755001068,-82.533203125,America/New_York
319,2022-06-17 17:26:00+00:00,2022-06-17 10:26:00+00:00,2022-06-17 20:35:00+00:00,2022-06-17 15:35:00+00:00,2090.09,MSP,LAS,340.47653,NK,244613b74ad8000072e8d981_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
350,2022-06-17 16:51:00+00:00,2022-06-17 12:51:00+00:00,2022-06-17 19:54:00+00:00,2022-06-17 14:54:00+00:00,1732.78,IAH,DTW,369.148555,NK,244d230e4ad800008c4cabb4_0,Detroit,Detroit Metropolitan Wayne County Airport,Base,US,Michigan,KDTW,DTW,Detroit Metropolitan Wayne County Airport,Detroit,Michigan,US,645.0,42.2123985291,-83.3534011841,America/New_York
427,2022-06-18 05:45:00+00:00,2022-06-17 22:45:00+00:00,2022-06-18 10:23:00+00:00,2022-06-18 06:23:00+00:00,3384.86,BWI,LAS,455.019893,NK,24460a0b4ad800007f51e7c8_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
49,2022-06-22 15:00:00+00:00,2022-06-22 11:00:00+00:00,2022-06-22 18:20:00+00:00,2022-06-22 14:20:00+00:00,2030.51,BOS,MIA,85.25138,NK,0f6b04884add0000a8099a81_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
51,2022-06-28 15:00:00+00:00,2022-06-28 11:00:00+00:00,2022-06-28 18:20:00+00:00,2022-06-28 14:20:00+00:00,2030.51,BOS,MIA,87.152801,NK,0f6b04884ae3000052ff3974_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
59,2022-06-26 21:40:00+00:00,2022-06-26 17:40:00+00:00,2022-06-26 23:04:00+00:00,2022-06-26 19:04:00+00:00,441.51,BOS,ACY,79.291857,NK,074a04884ae10000cda6f999_0,Atlantic City,Atlantic City International Airport,Base,US,New Jersey,KACY,ACY,Atlantic City International Airport,Atlantic City,New Jersey,US,75.0,39.4575996399,-74.5772018433,America/New_York
60,2022-06-28 21:40:00+00:00,2022-06-28 17:40:00+00:00,2022-06-28 23:04:00+00:00,2022-06-28 19:04:00+00:00,441.51,BOS,ACY,80.242567,NK,074a04884ae30000e6467f12_0,Atlantic City,Atlantic City International Airport,Base,US,New Jersey,KACY,ACY,Atlantic City International Airport,Atlantic City,New Jersey,US,75.0,39.4575996399,-74.5772018433,America/New_York
60,2022-06-30 21:40:00+00:00,2022-06-30 17:40:00+00:00,2022-06-30 23:04:00+00:00,2022-06-30 19:04:00+00:00,441.51,BOS,ACY,80.242567,NK,074a04884ae500001a263b10_0,Atlantic City,Atlantic City International Airport,Base,US,New Jersey,KACY,ACY,Atlantic City International Airport,Atlantic City,New Jersey,US,75.0,39.4575996399,-74.5772018433,America/New_York
70,2022-06-25 11:00:00+00:00,2022-06-25 07:00:00+00:00,2022-06-25 12:24:00+00:00,2022-06-25 08:24:00+00:00,644.3,BWI,MYR,89.749671,NK,1a4e0a0b4ae0000076ae605c_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
70,2022-06-24 11:00:00+00:00,2022-06-24 07:00:00+00:00,2022-06-24 12:24:00+00:00,2022-06-24 08:24:00+00:00,644.3,BWI,MYR,89.749671,NK,1a4e0a0b4adf00009f947d38_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
70,2022-06-26 11:00:00+00:00,2022-06-26 07:00:00+00:00,2022-06-26 12:24:00+00:00,2022-06-26 08:24:00+00:00,644.3,BWI,MYR,89.749671,NK,1a4e0a0b4ae10000fae7e5f5_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
70,2022-06-29 18:25:00+00:00,2022-06-29 14:25:00+00:00,2022-06-29 21:27:00+00:00,2022-06-29 16:27:00+00:00,1777.63,AUS,FLL,102.816305,NK,04cd16924ae40000bea0c961_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
70,2022-06-28 11:00:00+00:00,2022-06-28 07:00:00+00:00,2022-06-28 14:08:00+00:00,2022-06-28 08:08:00+00:00,1851.25,SAL,MCO,103.616303,NK,08d71dad4ae30000d0dd189d_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
70,2022-06-21 15:00:00+00:00,2022-06-21 11:00:00+00:00,2022-06-21 18:20:00+00:00,2022-06-21 14:20:00+00:00,2030.51,BOS,MIA,105.216299,NK,0f6b04884adc0000c9101312_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
71,2022-07-02 15:08:00+00:00,2022-07-02 10:08:00+00:00,2022-07-02 16:30:00+00:00,2022-07-02 11:30:00+00:00,490.07,IAH,MSY,90.433716,NK,13b1230e4ae700009cf1ebb9_0,New Orleans,Louis Armstrong New Orleans International Airport,,US,Louisiana,KMSY,MSY,Louis Armstrong New Orleans International Airport,New Orleans,Louisiana,US,4.0,29.9934005737,-90.2580032349,America/Chicago
71,2022-07-01 15:08:00+00:00,2022-07-01 10:08:00+00:00,2022-07-01 16:30:00+00:00,2022-07-01 11:30:00+00:00,490.07,IAH,MSY,90.433716,NK,13b1230e4ae600004d5f6a05_0,New Orleans,Louis Armstrong New Orleans International Airport,,US,Louisiana,KMSY,MSY,Louis Armstrong New Orleans International Airport,New Orleans,Louisiana,US,4.0,29.9934005737,-90.2580032349,America/Chicago
72,2022-06-29 11:00:00+00:00,2022-06-29 07:00:00+00:00,2022-06-29 12:24:00+00:00,2022-06-29 08:24:00+00:00,644.3,BWI,MYR,91.651092,NK,1a4e0a0b4ae40000187697fb_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-30 11:00:00+00:00,2022-06-30 07:00:00+00:00,2022-06-30 12:24:00+00:00,2022-06-30 08:24:00+00:00,644.3,BWI,MYR,91.651092,NK,1a4e0a0b4ae5000077f78214_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-28 11:00:00+00:00,2022-06-28 07:00:00+00:00,2022-06-28 12:24:00+00:00,2022-06-28 08:24:00+00:00,644.3,BWI,MYR,91.651092,NK,1a4e0a0b4ae30000ae3bfc4f_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-29 12:59:00+00:00,2022-06-29 08:59:00+00:00,2022-06-29 15:03:00+00:00,2022-06-29 11:03:00+00:00,1189.3,BOS,MYR,96.984412,NK,1a4e04884ae4000049975658_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-28 12:59:00+00:00,2022-06-28 08:59:00+00:00,2022-06-28 15:03:00+00:00,2022-06-28 11:03:00+00:00,1189.3,BOS,MYR,96.984412,NK,1a4e04884ae30000ffda3dec_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-25 18:23:00+00:00,2022-06-25 14:23:00+00:00,2022-06-25 20:28:00+00:00,2022-06-25 16:28:00+00:00,1189.3,BOS,MYR,97.117745,NK,1a4e04884ae00000274fa1ff_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-07-02 18:23:00+00:00,2022-07-02 14:23:00+00:00,2022-07-02 20:28:00+00:00,2022-07-02 16:28:00+00:00,1189.3,BOS,MYR,97.117745,NK,1a4e04884ae70000cca3f230_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-27 18:23:00+00:00,2022-06-27 14:23:00+00:00,2022-06-27 20:28:00+00:00,2022-06-27 16:28:00+00:00,1189.3,BOS,MYR,97.117745,NK,1a4e04884ae200006c41a85f_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-24 18:23:00+00:00,2022-06-24 14:23:00+00:00,2022-06-24 20:28:00+00:00,2022-06-24 16:28:00+00:00,1189.3,BOS,MYR,97.117745,NK,1a4e04884adf0000ce75bc9b_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-27 21:40:00+00:00,2022-06-27 17:40:00+00:00,2022-06-27 23:46:00+00:00,2022-06-27 19:46:00+00:00,1189.3,BOS,MYR,97.251078,NK,1a4e04884ae200006596c34c_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-29 21:40:00+00:00,2022-06-29 17:40:00+00:00,2022-06-29 23:46:00+00:00,2022-06-29 19:46:00+00:00,1189.3,BOS,MYR,97.251078,NK,1a4e04884ae40000fbd78011_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-07-02 21:40:00+00:00,2022-07-02 17:40:00+00:00,2022-07-02 23:46:00+00:00,2022-07-02 19:46:00+00:00,1189.3,BOS,MYR,97.251078,NK,1a4e04884ae70000b83b5ddf_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-25 21:40:00+00:00,2022-06-25 17:40:00+00:00,2022-06-25 23:46:00+00:00,2022-06-25 19:46:00+00:00,1189.3,BOS,MYR,97.251078,NK,1a4e04884ae00000b30b6ead_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
72,2022-06-23 11:00:00+00:00,2022-06-23 07:00:00+00:00,2022-06-23 14:08:00+00:00,2022-06-23 08:08:00+00:00,1851.25,SAL,MCO,105.517724,NK,08d71dad4ade0000ddc15060_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
72,2022-06-29 15:00:00+00:00,2022-06-29 11:00:00+00:00,2022-06-29 18:20:00+00:00,2022-06-29 14:20:00+00:00,2030.51,BOS,MIA,107.11772,NK,0f6b04884ae400009e45038a_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
75,2022-06-26 11:10:00+00:00,2022-06-26 07:10:00+00:00,2022-06-26 14:23:00+00:00,2022-06-26 10:23:00+00:00,1996.52,BOS,FLL,109.03652,NK,04cd04884ae10000b0bf3eaa_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
76,2022-06-29 00:40:00+00:00,2022-06-28 20:40:00+00:00,2022-06-29 03:56:00+00:00,2022-06-28 23:56:00+00:00,1996.52,BOS,FLL,110.38723,NK,04cd04884ae300000d008225_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
76,2022-06-30 00:40:00+00:00,2022-06-29 20:40:00+00:00,2022-06-30 03:56:00+00:00,2022-06-29 23:56:00+00:00,1996.52,BOS,FLL,110.38723,NK,04cd04884ae40000bb4de991_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
77,2022-06-29 02:25:00+00:00,2022-06-28 22:25:00+00:00,2022-06-29 04:51:00+00:00,2022-06-29 00:51:00+00:00,1270.37,BWI,MCO,104.67129,NK,08d70a0b4ae300007228c6e8_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
77,2022-06-28 02:25:00+00:00,2022-06-27 22:25:00+00:00,2022-06-28 04:51:00+00:00,2022-06-28 00:51:00+00:00,1270.37,BWI,MCO,104.67129,NK,08d70a0b4ae2000020d3bf4b_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
80,2022-06-29 20:38:00+00:00,2022-06-29 16:38:00+00:00,2022-06-29 22:28:00+00:00,2022-06-29 17:28:00+00:00,849.17,MSP,DTW,102.723433,NK,244d13b74ae400005db0717e_0,Detroit,Detroit Metropolitan Wayne County Airport,Base,US,Michigan,KDTW,DTW,Detroit Metropolitan Wayne County Airport,Detroit,Michigan,US,645.0,42.2123985291,-83.3534011841,America/New_York
87,2022-06-24 21:48:00+00:00,2022-06-24 14:48:00+00:00,2022-06-25 00:53:00+00:00,2022-06-24 19:53:00+00:00,1964.96,IAH,LAS,119.378381,NK,2446230e4adf0000ed69b20d_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
87,2022-06-26 01:59:00+00:00,2022-06-25 18:59:00+00:00,2022-06-26 05:06:00+00:00,2022-06-26 00:06:00+00:00,1964.96,IAH,LAS,119.645047,NK,2446230e4ae00000a907718b_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
88,2022-06-28 15:30:00+00:00,2022-06-28 08:30:00+00:00,2022-06-28 18:34:00+00:00,2022-06-28 13:34:00+00:00,1964.96,IAH,LAS,120.195759,NK,2446230e4ae300006f2e6592_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
91,2022-06-30 11:00:00+00:00,2022-06-30 07:00:00+00:00,2022-06-30 14:08:00+00:00,2022-06-30 08:08:00+00:00,1851.25,SAL,MCO,123.581222,NK,08d71dad4ae500002cbd5c9f_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
92,2022-07-02 09:35:00+00:00,2022-07-02 05:35:00+00:00,2022-07-02 12:12:00+00:00,2022-07-02 07:12:00+00:00,1373.52,IAH,MCO,120.398609,NK,08d7230e4ae7000080979bf4_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
93,2022-06-22 11:00:00+00:00,2022-06-22 07:00:00+00:00,2022-06-22 12:24:00+00:00,2022-06-22 08:24:00+00:00,644.3,BWI,MYR,111.616011,NK,1a4e0a0b4add000057a56a51_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
93,2022-06-20 11:00:00+00:00,2022-06-20 07:00:00+00:00,2022-06-20 12:24:00+00:00,2022-06-20 08:24:00+00:00,644.3,BWI,MYR,111.616011,NK,1a4e0a0b4adb0000675ca2f8_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
93,2022-06-21 11:00:00+00:00,2022-06-21 07:00:00+00:00,2022-06-21 12:24:00+00:00,2022-06-21 08:24:00+00:00,644.3,BWI,MYR,111.616011,NK,1a4e0a0b4adc000025d32a8f_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
93,2022-06-23 11:00:00+00:00,2022-06-23 07:00:00+00:00,2022-06-23 12:24:00+00:00,2022-06-23 08:24:00+00:00,644.3,BWI,MYR,111.616011,NK,1a4e0a0b4ade0000df193fc5_0,Myrtle Beach,Myrtle Beach International Airport,,US,South Carolina,KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,25.0,33.6796989441,-78.9282989502,America/New_York
93,2022-06-26 11:00:00+00:00,2022-06-26 07:00:00+00:00,2022-06-26 14:08:00+00:00,2022-06-26 08:08:00+00:00,1851.25,SAL,MCO,125.482643,NK,08d71dad4ae10000fb3d9e16_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
93,2022-06-21 11:00:00+00:00,2022-06-21 07:00:00+00:00,2022-06-21 14:08:00+00:00,2022-06-21 08:08:00+00:00,1851.25,SAL,MCO,125.482643,NK,08d71dad4adc00004b3232fb_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
94,2022-06-25 15:08:00+00:00,2022-06-25 10:08:00+00:00,2022-06-25 16:30:00+00:00,2022-06-25 11:30:00+00:00,490.07,IAH,MSY,112.300055,NK,13b1230e4ae0000097c1d8cb_0,New Orleans,Louis Armstrong New Orleans International Airport,,US,Louisiana,KMSY,MSY,Louis Armstrong New Orleans International Airport,New Orleans,Louisiana,US,4.0,29.9934005737,-90.2580032349,America/Chicago
94,2022-06-26 15:08:00+00:00,2022-06-26 10:08:00+00:00,2022-06-26 16:30:00+00:00,2022-06-26 11:30:00+00:00,490.07,IAH,MSY,112.300055,NK,13b1230e4ae1000038478a02_0,New Orleans,Louis Armstrong New Orleans International Airport,,US,Louisiana,KMSY,MSY,Louis Armstrong New Orleans International Airport,New Orleans,Louisiana,US,4.0,29.9934005737,-90.2580032349,America/Chicago
94,2022-06-27 15:08:00+00:00,2022-06-27 10:08:00+00:00,2022-06-27 16:30:00+00:00,2022-06-27 11:30:00+00:00,490.07,IAH,MSY,112.300055,NK,13b1230e4ae20000415c752a_0,New Orleans,Louis Armstrong New Orleans International Airport,,US,Louisiana,KMSY,MSY,Louis Armstrong New Orleans International Airport,New Orleans,Louisiana,US,4.0,29.9934005737,-90.2580032349,America/Chicago
94,2022-06-30 15:08:00+00:00,2022-06-30 10:08:00+00:00,2022-06-30 16:30:00+00:00,2022-06-30 11:30:00+00:00,490.07,IAH,MSY,112.300055,NK,13b1230e4ae50000efc7488b_0,New Orleans,Louis Armstrong New Orleans International Airport,,US,Louisiana,KMSY,MSY,Louis Armstrong New Orleans International Airport,New Orleans,Louisiana,US,4.0,29.9934005737,-90.2580032349,America/Chicago
