price,utc_departure,local_departure,utc_arrival,local_arrival,distance,flyTo,flyFrom,quality,airline_iata,id,City,Airport,Refs,Country,State/Province,icao,iata,name,city,subd,country,elevation,lat,lon,tz
132,2022-06-28 14:50:00+00:00,2022-06-28 10:50:00+00:00,2022-06-28 17:13:00+00:00,2022-06-28 13:13:00+00:00,1270.37,BWI,MCO,156.560364,NK,08d70a0b4ae30000fbfab6aa_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
132,2022-07-02 01:59:00+00:00,2022-07-01 21:59:00+00:00,2022-07-02 04:58:00+00:00,2022-07-01 23:58:00+00:00,1551.11,IAH,MIA,161.360352,NK,0f6b230e4ae60000aa3fb148_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
132,2022-06-28 01:59:00+00:00,2022-06-27 21:59:00+00:00,2022-06-28 04:58:00+00:00,2022-06-27 23:58:00+00:00,1551.11,IAH,MIA,161.360352,NK,0f6b230e4ae20000a63cae67_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
134,2022-06-22 19:35:00+00:00,2022-06-22 15:35:00+00:00,2022-06-22 22:17:00+00:00,2022-06-22 18:17:00+00:00,1527.59,BWI,MIA,160.995112,NK,0f6b0a0b4add0000921c58a9_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
135,2022-06-25 22:57:00+00:00,2022-06-25 18:57:00+00:00,2022-06-26 01:13:00+00:00,2022-06-25 20:13:00+00:00,1108.78,IAH,ATL,158.479164,NK,03a7230e4ae00000e8297705_0,Atlanta,Hartsfield Jackson Atlanta International Airport,Base,US,Georgia,KATL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,Georgia,US,1026.0,33.6366996765,-84.4281005859,America/New_York
136,2022-07-01 12:30:00+00:00,2022-07-01 05:30:00+00:00,2022-07-01 15:56:00+00:00,2022-07-01 10:56:00+00:00,2217.51,IAH,LAX,168.763185,NK,243e230e4ae60000906a3eef_0,Los Angeles,Los Angeles International Airport,,US,California,KLAX,LAX,Los Angeles International Airport,Los Angeles,California,US,125.0,33.94250107,-118.4079971,America/Los_Angeles
136,2022-07-03 00:20:00+00:00,2022-07-02 17:20:00+00:00,2022-07-03 03:50:00+00:00,2022-07-02 22:50:00+00:00,2217.51,IAH,LAX,169.296517,NK,243e230e4ae70000fc914391_0,Los Angeles,Los Angeles International Airport,,US,California,KLAX,LAX,Los Angeles International Airport,Los Angeles,California,US,125.0,33.94250107,-118.4079971,America/Los_Angeles
137,2022-06-28 20:38:00+00:00,2022-06-28 16:38:00+00:00,2022-06-28 22:28:00+00:00,2022-06-28 17:28:00+00:00,849.17,MSP,DTW,156.913927,NK,244d13b74ae30000ebfd1aca_0,Detroit,Detroit Metropolitan Wayne County Airport,Base,US,Michigan,KDTW,DTW,Detroit Metropolitan Wayne County Airport,Detroit,Michigan,US,645.0,42.2123985291,-83.3534011841,America/New_York
137,2022-06-24 12:20:00+00:00,2022-06-24 08:20:00+00:00,2022-06-24 14:58:00+00:00,2022-06-24 10:58:00+00:00,1494.35,BWI,FLL,163.313911,NK,04cd0a0b4adf00003c56c0c9_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-27 12:20:00+00:00,2022-06-27 08:20:00+00:00,2022-06-27 14:58:00+00:00,2022-06-27 10:58:00+00:00,1494.35,BWI,FLL,163.313911,NK,04cd0a0b4ae200009e62d40d_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-23 12:20:00+00:00,2022-06-23 08:20:00+00:00,2022-06-23 14:58:00+00:00,2022-06-23 10:58:00+00:00,1494.35,BWI,FLL,163.313911,NK,04cd0a0b4ade00007cdb8234_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-23 20:15:00+00:00,2022-06-23 16:15:00+00:00,2022-06-23 22:55:00+00:00,2022-06-23 18:55:00+00:00,1494.35,BWI,FLL,163.580577,NK,04cd0a0b4ade0000a4ac6f9f_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-24 20:15:00+00:00,2022-06-24 16:15:00+00:00,2022-06-24 22:55:00+00:00,2022-06-24 18:55:00+00:00,1494.35,BWI,FLL,163.580577,NK,04cd0a0b4adf000067e06c7c_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-29 20:15:00+00:00,2022-06-29 16:15:00+00:00,2022-06-29 22:55:00+00:00,2022-06-29 18:55:00+00:00,1494.35,BWI,FLL,163.580577,NK,04cd0a0b4ae40000650a1d9c_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-28 20:15:00+00:00,2022-06-28 16:15:00+00:00,2022-06-28 22:55:00+00:00,2022-06-28 18:55:00+00:00,1494.35,BWI,FLL,163.580577,NK,04cd0a0b4ae30000a9b02762_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-27 20:15:00+00:00,2022-06-27 16:15:00+00:00,2022-06-27 22:55:00+00:00,2022-06-27 18:55:00+00:00,1494.35,BWI,FLL,163.580577,NK,04cd0a0b4ae20000fb4b5ec1_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-23 01:10:00+00:00,2022-06-22 21:10:00+00:00,2022-06-23 03:52:00+00:00,2022-06-22 23:52:00+00:00,1494.35,BWI,FLL,163.847243,NK,04cd0a0b4add0000c8c1b2fe_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-24 01:10:00+00:00,2022-06-23 21:10:00+00:00,2022-06-24 03:52:00+00:00,2022-06-23 23:52:00+00:00,1494.35,BWI,FLL,163.847243,NK,04cd0a0b4ade00003f2b59f6_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-07-01 01:10:00+00:00,2022-06-30 21:10:00+00:00,2022-07-01 03:52:00+00:00,2022-06-30 23:52:00+00:00,1494.35,BWI,FLL,163.847243,NK,04cd0a0b4ae50000ce575509_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-26 01:10:00+00:00,2022-06-25 21:10:00+00:00,2022-06-26 03:52:00+00:00,2022-06-25 23:52:00+00:00,1494.35,BWI,FLL,163.847243,NK,04cd0a0b4ae00000b651c549_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
137,2022-06-29 10:30:00+00:00,2022-06-29 05:30:00+00:00,2022-06-29 13:20:00+00:00,2022-06-29 08:20:00+00:00,1492.29,IAH,ORD,164.913907,NK,0a89230e4ae40000593bfe5b_0,Chicago,Chicago O'Hare International Airport,Base,US,Illinois,KORD,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672.0,41.97859955,-87.90480042,America/Chicago
137,2022-06-28 10:30:00+00:00,2022-06-28 05:30:00+00:00,2022-06-28 13:20:00+00:00,2022-06-28 08:20:00+00:00,1492.29,IAH,ORD,164.913907,NK,0a89230e4ae30000ef7695ef_0,Chicago,Chicago O'Hare International Airport,Base,US,Illinois,KORD,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672.0,41.97859955,-87.90480042,America/Chicago
137,2022-06-26 10:30:00+00:00,2022-06-26 05:30:00+00:00,2022-06-26 13:20:00+00:00,2022-06-26 08:20:00+00:00,1492.29,IAH,ORD,164.913907,NK,0a89230e4ae10000bbaa8c55_0,Chicago,Chicago O'Hare International Airport,Base,US,Illinois,KORD,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672.0,41.97859955,-87.90480042,America/Chicago
137,2022-06-30 10:30:00+00:00,2022-06-30 05:30:00+00:00,2022-06-30 13:20:00+00:00,2022-06-30 08:20:00+00:00,1492.29,IAH,ORD,164.913907,NK,0a89230e4ae5000036baebb4_0,Chicago,Chicago O'Hare International Airport,Base,US,Illinois,KORD,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672.0,41.97859955,-87.90480042,America/Chicago
137,2022-06-30 15:45:00+00:00,2022-06-30 10:45:00+00:00,2022-06-30 18:36:00+00:00,2022-06-30 13:36:00+00:00,1492.29,IAH,ORD,165.04724,NK,0a89230e4ae500006c939380_0,Chicago,Chicago O'Hare International Airport,Base,US,Illinois,KORD,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672.0,41.97859955,-87.90480042,America/Chicago
137,2022-06-29 15:45:00+00:00,2022-06-29 10:45:00+00:00,2022-06-29 18:36:00+00:00,2022-06-29 13:36:00+00:00,1492.29,IAH,ORD,165.04724,NK,0a89230e4ae400000312866f_0,Chicago,Chicago O'Hare International Airport,Base,US,Illinois,KORD,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672.0,41.97859955,-87.90480042,America/Chicago
137,2022-07-01 15:45:00+00:00,2022-07-01 10:45:00+00:00,2022-07-01 18:36:00+00:00,2022-07-01 13:36:00+00:00,1492.29,IAH,ORD,165.04724,NK,0a89230e4ae6000093c06fa3_0,Chicago,Chicago O'Hare International Airport,Base,US,Illinois,KORD,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672.0,41.97859955,-87.90480042,America/Chicago
137,2022-07-02 15:45:00+00:00,2022-07-02 10:45:00+00:00,2022-07-02 18:36:00+00:00,2022-07-02 13:36:00+00:00,1492.29,IAH,ORD,165.04724,NK,0a89230e4ae7000086262207_0,Chicago,Chicago O'Hare International Airport,Base,US,Illinois,KORD,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672.0,41.97859955,-87.90480042,America/Chicago
139,2022-06-29 21:42:00+00:00,2022-06-29 16:42:00+00:00,2022-06-30 00:30:00+00:00,2022-06-29 19:30:00+00:00,1485.92,AUS,CUN,166.548662,NK,1cfb16924ae400002844abc6_0,Cancun,Cancun International Airport,,MX,Quintana Roo,MMUN,CUN,Cancun International Airport,Cancun,Quintana Roo,MX,22.0,21.0365009308,-86.8770980835,America/Cancun
139,2022-06-30 21:42:00+00:00,2022-06-30 16:42:00+00:00,2022-07-01 00:30:00+00:00,2022-06-30 19:30:00+00:00,1485.92,AUS,CUN,166.548662,NK,1cfb16924ae5000047c5be29_0,Cancun,Cancun International Airport,,MX,Quintana Roo,MMUN,CUN,Cancun International Airport,Cancun,Quintana Roo,MX,22.0,21.0365009308,-86.8770980835,America/Cancun
139,2022-07-02 21:42:00+00:00,2022-07-02 16:42:00+00:00,2022-07-03 00:30:00+00:00,2022-07-02 19:30:00+00:00,1485.92,AUS,CUN,166.548662,NK,1cfb16924ae70000ad700fae_0,Cancun,Cancun International Airport,,MX,Quintana Roo,MMUN,CUN,Cancun International Airport,Cancun,Quintana Roo,MX,22.0,21.0365009308,-86.8770980835,America/Cancun
141,2022-06-29 11:15:00+00:00,2022-06-29 07:15:00+00:00,2022-06-29 14:03:00+00:00,2022-06-29 09:03:00+00:00,1553.24,IAH,FLL,168.450083,NK,04cd230e4ae400005c9153ea_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
141,2022-06-27 11:15:00+00:00,2022-06-27 07:15:00+00:00,2022-06-27 14:03:00+00:00,2022-06-27 09:03:00+00:00,1553.24,IAH,FLL,168.450083,NK,04cd230e4ae200007947aded_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
141,2022-06-28 11:15:00+00:00,2022-06-28 07:15:00+00:00,2022-06-28 14:03:00+00:00,2022-06-28 09:03:00+00:00,1553.24,IAH,FLL,168.450083,NK,04cd230e4ae30000eadc385e_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
141,2022-06-29 01:30:00+00:00,2022-06-28 21:30:00+00:00,2022-06-29 04:20:00+00:00,2022-06-28 23:20:00+00:00,1553.24,IAH,FLL,168.716749,NK,04cd230e4ae300009b74a6e6_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
141,2022-06-30 01:30:00+00:00,2022-06-29 21:30:00+00:00,2022-06-30 04:20:00+00:00,2022-06-29 23:20:00+00:00,1553.24,IAH,FLL,168.716749,NK,04cd230e4ae400002d39cd52_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
141,2022-06-23 11:20:00+00:00,2022-06-23 07:20:00+00:00,2022-06-23 15:10:00+00:00,2022-06-23 10:10:00+00:00,2253.02,IAH,EWR,176.716729,NK,1cdb230e4ade00008bac85ae_0,Newark,Newark Liberty International Airport,,US,New Jersey,KEWR,EWR,Newark Liberty International Airport,Newark,New Jersey,US,18.0,40.6925010681,-74.1687011719,America/New_York
142,2022-06-26 11:15:00+00:00,2022-06-26 07:15:00+00:00,2022-06-26 14:03:00+00:00,2022-06-26 09:03:00+00:00,1553.24,IAH,FLL,169.400793,NK,04cd230e4ae10000be0021e4_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
142,2022-06-23 21:42:00+00:00,2022-06-23 16:42:00+00:00,2022-06-24 00:30:00+00:00,2022-06-23 19:30:00+00:00,1485.92,AUS,CUN,169.400793,NK,1cfb16924ade0000ef2b03f8_0,Cancun,Cancun International Airport,,MX,Quintana Roo,MMUN,CUN,Cancun International Airport,Cancun,Quintana Roo,MX,22.0,21.0365009308,-86.8770980835,America/Cancun
142,2022-06-18 23:05:00+00:00,2022-06-18 19:05:00+00:00,2022-06-19 03:30:00+00:00,2022-06-18 22:30:00+00:00,3142.62,GYE,FLL,182.334094,NK,04cd174c4ad90000d3ab8173_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
142,2022-06-21 23:05:00+00:00,2022-06-21 19:05:00+00:00,2022-06-22 03:30:00+00:00,2022-06-21 22:30:00+00:00,3142.62,GYE,FLL,182.334094,NK,04cd174c4adc0000879d92ed_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
143,2022-06-29 17:50:00+00:00,2022-06-29 12:50:00+00:00,2022-06-29 20:20:00+00:00,2022-06-29 15:20:00+00:00,1308.61,IAH,CUN,167.95151,NK,1cfb230e4ae400007b1d3ed0_0,Cancun,Cancun International Airport,,MX,Quintana Roo,MMUN,CUN,Cancun International Airport,Cancun,Quintana Roo,MX,22.0,21.0365009308,-86.8770980835,America/Cancun
143,2022-06-20 15:00:00+00:00,2022-06-20 11:00:00+00:00,2022-06-20 18:20:00+00:00,2022-06-20 14:20:00+00:00,2030.51,BOS,MIA,174.61816,NK,0f6b04884adb000007337805_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
143,2022-06-19 15:00:00+00:00,2022-06-19 11:00:00+00:00,2022-06-19 18:20:00+00:00,2022-06-19 14:20:00+00:00,2030.51,BOS,MIA,174.61816,NK,0f6b04884ada0000aa442cbd_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
143,2022-06-24 15:00:00+00:00,2022-06-24 11:00:00+00:00,2022-06-24 18:20:00+00:00,2022-06-24 14:20:00+00:00,2030.51,BOS,MIA,174.61816,NK,0f6b04884adf00009caf726a_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
144,2022-06-25 21:30:00+00:00,2022-06-25 14:30:00+00:00,2022-06-26 00:35:00+00:00,2022-06-25 19:35:00+00:00,1964.96,IAH,LAS,173.568875,NK,2446230e4ae00000a75f2d51_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
144,2022-06-20 13:30:00+00:00,2022-06-20 06:30:00+00:00,2022-06-20 16:36:00+00:00,2022-06-20 11:36:00+00:00,1964.96,IAH,LAS,173.702208,NK,2446230e4adb0000a6493b25_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
144,2022-06-22 13:30:00+00:00,2022-06-22 06:30:00+00:00,2022-06-22 16:36:00+00:00,2022-06-22 11:36:00+00:00,1964.96,IAH,LAS,173.702208,NK,2446230e4add000096b0f38c_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
144,2022-06-23 01:59:00+00:00,2022-06-22 18:59:00+00:00,2022-06-23 05:06:00+00:00,2022-06-23 00:06:00+00:00,1964.96,IAH,LAS,173.835541,NK,2446230e4add0000d797063c_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
144,2022-06-22 01:59:00+00:00,2022-06-21 18:59:00+00:00,2022-06-22 05:06:00+00:00,2022-06-22 00:06:00+00:00,1964.96,IAH,LAS,173.835541,NK,2446230e4adc0000b68e8faf_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
146,2022-06-27 16:43:00+00:00,2022-06-27 09:43:00+00:00,2022-06-27 19:35:00+00:00,2022-06-27 14:35:00+00:00,1753.06,AUS,LAS,173.736967,NK,244616924ae20000d7f2b7a4_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
146,2022-06-29 16:43:00+00:00,2022-06-29 09:43:00+00:00,2022-06-29 19:35:00+00:00,2022-06-29 14:35:00+00:00,1753.06,AUS,LAS,173.736967,NK,244616924ae40000f22449a3_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
146,2022-06-27 15:00:00+00:00,2022-06-27 11:00:00+00:00,2022-06-27 18:20:00+00:00,2022-06-27 14:20:00+00:00,2030.51,BOS,MIA,177.470291,NK,0f6b04884ae20000000440d7_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
146,2022-07-02 15:00:00+00:00,2022-07-02 11:00:00+00:00,2022-07-02 18:20:00+00:00,2022-07-02 14:20:00+00:00,2030.51,BOS,MIA,177.470291,NK,0f6b04884ae70000dda9de44_0,Miami,Miami International Airport,Base[3],US,Florida,KMIA,MIA,Miami International Airport,Miami,Florida,US,8.0,25.7931995392,-80.2906036377,America/New_York
147,2022-06-23 16:43:00+00:00,2022-06-23 09:43:00+00:00,2022-06-23 19:35:00+00:00,2022-06-23 14:35:00+00:00,1753.06,AUS,LAS,174.687677,NK,244616924ade0000354be19d_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
147,2022-06-22 16:43:00+00:00,2022-06-22 09:43:00+00:00,2022-06-22 19:35:00+00:00,2022-06-22 14:35:00+00:00,1753.06,AUS,LAS,174.687677,NK,244616924add0000bdf7b409_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
147,2022-06-25 16:43:00+00:00,2022-06-25 09:43:00+00:00,2022-06-25 19:35:00+00:00,2022-06-25 14:35:00+00:00,1753.06,AUS,LAS,174.687677,NK,244616924ae000009cfcbe04_0,Las Vegas,Harry Reid International Airport,Base,US,Nevada,KLAS,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181.0,36.08010101,-115.1520004,America/Los_Angeles
148,2022-06-18 17:50:00+00:00,2022-06-18 12:50:00+00:00,2022-06-18 20:20:00+00:00,2022-06-18 15:20:00+00:00,1308.61,IAH,CUN,172.705062,NK,1cfb230e4ad90000aefc3452_0,Cancun,Cancun International Airport,,MX,Quintana Roo,MMUN,CUN,Cancun International Airport,Cancun,Quintana Roo,MX,22.0,21.0365009308,-86.8770980835,America/Cancun
148,2022-07-01 00:40:00+00:00,2022-06-30 20:40:00+00:00,2022-07-01 03:32:00+00:00,2022-06-30 22:32:00+00:00,1598.78,AUS,MCO,175.638388,NK,08d716924ae50000d0f6f389_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
148,2022-06-28 15:15:00+00:00,2022-06-28 11:15:00+00:00,2022-06-28 18:19:00+00:00,2022-06-28 14:19:00+00:00,1807.96,BOS,MCO,177.238384,NK,08d704884ae30000c2046dbf_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
148,2022-06-28 00:05:00+00:00,2022-06-27 20:05:00+00:00,2022-06-28 03:11:00+00:00,2022-06-27 23:11:00+00:00,1807.96,BOS,MCO,177.50505,NK,08d704884ae200003c634170_0,Orlando,Orlando International Airport,Base,US,Florida,KMCO,MCO,Orlando International Airport,Orlando,Florida,US,96.0,28.4293994904,-81.3089981079,America/New_York
148,2022-06-23 00:40:00+00:00,2022-06-22 20:40:00+00:00,2022-06-23 03:56:00+00:00,2022-06-22 23:56:00+00:00,1996.52,BOS,FLL,178.83838,NK,04cd04884add0000f49e143b_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
148,2022-06-26 00:40:00+00:00,2022-06-25 20:40:00+00:00,2022-06-26 03:56:00+00:00,2022-06-25 23:56:00+00:00,1996.52,BOS,FLL,178.83838,NK,04cd04884ae00000d5951e36_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
148,2022-06-25 00:40:00+00:00,2022-06-24 20:40:00+00:00,2022-06-25 03:56:00+00:00,2022-06-24 23:56:00+00:00,1996.52,BOS,FLL,178.83838,NK,04cd04884adf00003caf0352_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
148,2022-06-18 16:38:00+00:00,2022-06-18 11:38:00+00:00,2022-06-18 20:11:00+00:00,2022-06-18 16:11:00+00:00,2241.98,BWI,CUN,181.105041,NK,1cfb0a0b4ad9000066908826_0,Cancun,Cancun International Airport,,MX,Quintana Roo,MMUN,CUN,Cancun International Airport,Cancun,Quintana Roo,MX,22.0,21.0365009308,-86.8770980835,America/Cancun
149,2022-06-27 11:10:00+00:00,2022-06-27 07:10:00+00:00,2022-06-27 14:23:00+00:00,2022-06-27 10:23:00+00:00,1996.52,BOS,FLL,179.389091,NK,04cd04884ae2000077f8b2a3_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
149,2022-06-30 11:10:00+00:00,2022-06-30 07:10:00+00:00,2022-06-30 14:23:00+00:00,2022-06-30 10:23:00+00:00,1996.52,BOS,FLL,179.389091,NK,04cd04884ae500003daf594b_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
150,2022-06-22 03:23:00+00:00,2022-06-21 23:23:00+00:00,2022-06-22 06:12:00+00:00,2022-06-22 00:12:00+00:00,1685.84,SAL,FLL,177.13981,NK,04cd1dad4adc00008b9bbb2c_0,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,Base,US,Florida,KFLL,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9.0,26.072599411,-80.1527023315,America/New_York
